height_cm,weight_kg,age,hometown,sport,classification,program
182.9,,29,"Philadelphia, Penn. , PA",Rowing,,Team USA
154.9,,24,"Brielle, NJ",Gymnastics,,Team USA
170.2,,38,"Westerlo, N.Y.",Sled Hockey,,Paralympian
185.4,,27,"Washington, DC",Speedskating,,Olympian
160.0,,24,"Madison, WI",Curling,,Team USA
180.3,,58,Orangevale,Wheelchair Curling,,Olympian
198.1,,,"Glendale, AZ",Volleyball,,Team USA
172.7,,,,,,Team USA
182.9,,30,"Jamaica, NY",Fencing,,Olympian
182.9,,33,"Colorado Springs, CO",Triathlon,,Olympian
162.6,,44,Landsdowne,,,Olympian
170.2,,41,"Bethel, ME",Canoe/Kayak,,Team USA
177.8,,41,"Salisbury, CT",Canoe/Kayak,,Olympian
160.0,,30,"Clarksville, MD",Para Track and Field,,Paralympian
160.0,,37,"Baltimore, MD",Para Track and Field,,Paralympian
167.6,,54,"Grand Prairie, TX",Softball,,Olympian
177.8,,37,"Thorofare, NJ",Rowing,,Team USA
180.3,,27,"Fairbank, IA",,,Team USA
213.4,,38,"Flint, MI",Basketball,,Olympian
167.6,,33,"Pass Christian, MS",Track and Field,,Olympian
160.0,,29,"Topanga, CA",Gymnastics,,Olympian
177.8,,38,Champaign,,,Olympian
180.3,,,Fraser,,,Olympian
182.9,,,Stafford,,,Team USA
180.3,,22,"Middle Village, NY",Soccer,,Olympian
180.3,,36,"Pittsburgh, PA",Baseball,,Olympian
193.0,,39,"Liberty Township, OH",Baseball,,Team USA
152.4,,39,"Savoy, IL",Para Track and Field,,Paralympian
177.8,,36,"Cypress, TX",Bobsled,,Olympian
185.4,,25,"Omaha, NE",Soccer,,Olympian
188.0,,,"Fallbrook, CA",Volleyball,,Team USA
165.1,,71,"Reading, PA",Para-Equestrian,,Paralympian
167.6,,38,"Park City, UT",Alpine Skiing,,Olympian
139.7,,36,"Davenport , IA",Sled Hockey,,Paralympian
167.6,,36,"New Castle, CO",Alpine Skiing,,Olympian
188.0,,70,"Lanikai, HI",Paracanoe,,Team USA
193.0,,46,"Littleton, CO",Volleyball,,Olympian
190.5,,47,Raleigh,,,Paralympian
175.3,,30,"Madison, CT",Freestyle Skiing,,Olympian
167.6,,61,"Marblehead, MA",Sailing,,Paralympian
170.2,,40,Plano,,,Olympian
177.8,,28,"Dana Point, CA",Swimming,,Olympian
177.8,,32,"Topsfield, MA",Alpine Skiing,,Team USA
182.9,,26,"North Billerica, MA",Ice Hockey,,Olympian
175.3,,26,"Dunellen, NJ",Track and Field,,Olympian
185.4,,34,"Raleigh, NC",Track and Field,,Team USA
172.7,,40,Mission,,,Olympian
200.7,,,"Liberty Township, Ohio",,,Olympian
165.1,,20,"Portland, OR",Artistic Swimming,,Team USA
182.9,,21,"Seven Fields, PA",Ice Hockey,,Olympian
170.2,,44,"Providence, RI",Sailing,,Olympian
182.9,,28,"Phoenix, AZ",Cycling,,Olympian
170.2,,56,"Manhattan Beach, CA",Volleyball,,Olympian
182.9,,44,"Darlington, WI",Shooting,,Olympian
165.1,,39,"Port Arthur, TX",Track and Field,,Olympian
172.7,,35,"Sturgis, SD",Taekwondo,,Olympian
180.3,,36,"Suncoast, FL",Track and Field,,Olympian
198.1,,31,"Strafford, PA",Rowing,,Olympian
188.0,,34,"Eugene , OR",Track and Field,,Olympian
182.9,,29,"Grand Haven, MI",Para Taekwondo,,Paralympian
177.8,,40,Salt Lake City,,,Olympian
190.5,,27,"El Dorado Hills, CA",Swimming,,Olympian
170.2,,35,"Colleyville, TX",Swimming,,Olympian
180.3,,40,"Paola, KS",Shooting,,Olympian
182.9,,35,"San Francisco, CA",Fencing,,Olympian
147.3,,14,"Bakersfield, CA",Taekwondo,,Team USA
180.3,,32,"Stuart, FL",Tennis,,Olympian
177.8,,33,"Littleton, CO",Rugby,,Olympian
165.1,,20,"Eden Prairie, MN",Artistic Swimming,,Team USA
195.6,,47,"Richview, IL",Wheelchair Rugby,,Paralympian
157.5,,37,"Rush, NY",Track and Field,,Olympian
152.4,,37,West Allis,,,Olympian
167.6,,22,"Lighthouse Point, FL",Diving,,Team USA
175.3,,45,Camarillo,,,Olympian
180.3,,35,"Dix Hills, NY",Track and Field,,Team USA
167.6,,30,"Temecula, CA",Softball,,Team USA
198.1,,25,Budapest,Team Handball,,Team USA
190.5,,43,Fresno,,,Olympian
182.9,,41,"Fort Wayne, IN",Goalball,,Paralympian
180.3,,35,"San Juan Capistrano, CA",Para Track and Field,,Paralympian
162.6,,31,"Lake Panasoffkee, FL",Softball,,Team USA
190.5,,39,"Portsmouth, VA",Track and Field,,Olympian
172.7,,29,"Hingham, MA",Alpine Skiing,,Olympian
188.0,,47,Calgary,Bobsled,,Olympian
185.4,,,Hull,,,Olympian
170.2,,35,"Hanson, MA",Soccer,,Olympian
182.9,,33,"Hanson, MA",Soccer,,Olympian
180.3,,37,"Seattle, WA",Rowing,,Olympian
170.2,,29,"Tucson, AZ",,,Team USA
121.9,,52,"Frisco, CO",Para Alpine Skiing,,Paralympian
180.3,,35,"Cohoes, NY",Rowing,,Team USA
180.3,,27,"Delano, MN",Ice Hockey,,Olympian
160.0,,31,"Baltimore, MD",Para Swimming,,Paralympian
172.7,,41,"Douglasville, GA",Bobsled,,Olympian
188.0,,,"Mobile, AL",Team Handball,,Olympian
172.7,,35,Milwaukee,Para Swimming,,Paralympian
180.3,,41,Kailua,,,Team USA
175.3,,41,Kailua,,,Olympian
185.4,,42,"Pueblo, CO",Skeleton,,Team USA
182.9,,40,Osage,Bobsled,,Team USA
175.3,,38,"Gresham, OR",Bobsled,,Olympian
165.1,,39,"Nesconset, NY",Track and Field,,Olympian
185.4,,45,West Palm Beach,Goalball,,Paralympian
175.3,,37,Gainesville,,,Team USA
182.9,,25,"Scottsdale, AZ",Ice Hockey,,Olympian
172.7,,30,"Saint Cloud, MN",Para-Cycling,,Team USA
200.7,,34,"Charleston, SC",Basketball,,Olympian
170.2,,38,"Grosse Pointe Woods, MI",Ice Hockey,,Olympian
175.3,,27,"Cary, N.C.",Golf,,Team USA
177.8,,27,"Jacksonville, FL",Soccer,,Olympian
177.8,,26,"Massillon, OH",Basketball,,Team USA
200.7,,28,"Pittsburgh, PA",Rowing,,Olympian
167.6,,26,"Caro, MI",Softball,,Team USA
167.6,,33,"Newport Beach, CA",Gymnastics,,Olympian
160.0,,52,Creston,,,Olympian
177.8,,29,"Weatherford, TX",Shooting,,Team USA
185.4,,22,"Fishers, IN",,,Team USA
177.8,,58,"Tampa, FL",Shooting,,Olympian
177.8,,54,St. Joseph,Softball,,Team USA
170.2,,49,"Champaign, IL",Sitting Volleyball,,Paralympian
203.2,,48,"Alpine, UT",Volleyball,,Olympian
185.4,,25,"Kewaunee, WI",Softball,,Team USA
162.6,,38,"Monroe, WA",Wheelchair Basketball,,Paralympian
188.0,,45,East Lansing,,,Olympian
172.7,,27,"Silverthorne, CO",Para Snowboarding,,Paralympian
175.3,,49,Pasadena,,,Olympian
170.2,,34,"Elmore, VT",Cross-Country Skiing,,Team USA
188.0,,48,"Franconia, NH",Alpine Skiing,,Olympian
172.7,,41,San Francisco,,,Team USA
157.5,,,,,,Team USA
195.6,,37,"Springfield, VA",Rowing,,Olympian
180.3,,34,"Las Vegas, NV",Swimming,,Olympian
175.3,,20,"The Woodlands, TX",Diving,,Team USA
190.5,,54,Buffalo,Ice Hockey,,Olympian
152.4,,26,"Palmer, AK",Para Nordic Skiing,,Paralympian
167.6,,46,"Portland, OR",Goalball,,Paralympian
167.6,,49,Washington D.C.,Sitting Volleyball,,Paralympian
182.9,,33,"East Palestine, OH",Ice Hockey,,Team USA
175.3,,39,"Columbus, WI",Track and Field,,Olympian
175.3,,,"Sacramento, CA",Swimming,,Team USA
175.3,,29,"Woodinville, WA",Rowing,,Olympian
160.0,,20,"Largo, FL",Taekwondo,,Team USA
188.0,,27,"Colorado Springs, CO",Para Swimming,,Team USA
165.1,,35,"Frisco, CO",Para Snowboarding,,Paralympian
160.0,,30,"Bloomington, IN",Wrestling,,Olympian
152.4,,46,New Haven,,,Olympian
157.5,,35,"Medina, OH",,,Paralympian
177.8,,37,"La Grange, IL",Sled Hockey,,Paralympian
182.9,,43,Hardeeville,,,Paralympian
167.6,,44,"Warner , OK",Para Track and Field,,Paralympian
190.5,,,The Woodlands,,,Olympian
167.6,,25,"Fort Lee, NJ",Taekwondo,,Team USA
172.7,,34,Troy,,,Olympian
180.3,,28,"Woodland Hills, CA",,,Team USA
170.2,,38,Kaneohe,Volleyball,,Olympian
167.6,,37,"Wahiawa, Oahu, HI",Karate,,Team USA
162.6,,25,"Northbrook, IL",Gymnastics,,Olympian
182.9,,44,N.Bergen,,,Olympian
165.1,,,,Sailing,,Team USA
177.8,,,,Sailing,,Team USA
185.4,,45,Baton Rouge,,,Olympian
160.0,,29,"Arvada, CO",Gymnastics,,Olympian
177.8,,32,"Larchmont, NY",Sailing,,Team USA
193.0,,29,"Miami, FL",Basketball,,Team USA
195.6,,41,"Pittsford, NY",Rowing,,Team USA
170.2,,27,"Amery, WI",Track and Field,,Olympian
172.7,,32,"Kissimmee, FL",Breaking,,Olympian
170.2,,40,"Santa Clara, CA",Track and Field,,Olympian
170.2,,28,Kissimmee,,,Team USA
182.9,,44,"Mineral Wells, TX",Equestrian,,Olympian
188.0,,35,"Glenwood, NJ",Para Snowboarding,,Paralympian
177.8,,31,San Jose,Artistic Swimming,,Team USA
170.2,,24,"Alpharetta, GA",Wheelchair Basketball,,Paralympian
172.7,,34,"Olmsted Falls, OH",Track and Field,,Olympian
188.0,,30,"Peru, VT",Rowing,,Olympian
162.6,,36,Buffalo,Artistic Swimming,,Team USA
170.2,,33,"Honolulu, HI",Surfing,,Olympian
172.7,,25,"Grand Prairie, TX",Track and Field,,Olympian
170.2,,29,"Mapleton, MN",Curling,,Team USA
165.1,,42,Akron,,,Olympian
177.8,,34,"Sutter, CA",Softball,,Team USA
182.9,,36,"Lawrenceville, GA",Basketball,,Olympian
160.0,,20,"Walnut Creek, CA",Artistic Swimming,,Team USA
142.2,,33,"Charlotte, NC",Para Track and Field,,Team USA
157.5,,,"Denver, CO",Curling,,Team USA
157.5,,21,"Sun Valley, CA",,,Team USA
152.4,,25,"Rancho Cucamonga, CA",,,Team USA
160.0,,34,"Orem, UT",,,Team USA
188.0,,47,Bronx,,,Olympian
185.4,,42,"Somerville, MA",Bobsled,,Team USA
172.7,,50,"Meadville, PA",Para-Cycling,,Paralympian
170.2,,36,"Diamond Bar, CA",Soccer,,Olympian
154.9,,51,"St. Louis, MO",Para Track and Field,,Paralympian
162.6,,36,Lafayette,Artistic Swimming,,Team USA
195.6,,,Goffstown,Team Handball,,Olympian
162.6,,33,"Odessa, FL",Waterski/Wakeboard,,Team USA
175.3,,29,"La Canada, CA",Golf,,Olympian
165.1,,30,"Minnetonka, MN",Ice Hockey,,Olympian
165.1,,25,"Norton, MA",Para Swimming,,Team USA
177.8,,34,"Salt Lake City, UT",Luge,,Olympian
177.8,,36,"Annapolis, MD",Sailing,,Olympian
172.7,,33,"Greenville, SC",Track and Field,,Olympian
167.6,,38,"Farmington Hills, MI",Para Track and Field,,Paralympian
182.9,,29,"Carrabassett Valley, ME",Alpine Skiing,,Olympian
172.7,,45,Duxbury,,,Olympian
182.9,,40,"Huntington Station, NY",Luge,,Olympian
160.0,,,,,,Team USA
190.5,,48,"Newbury Park, CA",Water Polo,,Olympian
149.9,,48,Bogota,Para Track and Field,,Paralympian
188.0,,33,"Madison, WI",Para Swimming,,Team USA
170.2,,37,Oklahoma City,,,Team USA
188.0,,37,"Butte, MT",Shooting,,Olympian
177.8,,23,"Trenton, NJ",Track and Field,,Olympian
195.6,,38,"Oceanside, CA",Volleyball,,Olympian
185.4,,36,"Cleveland , OH",Rowing,,Olympian
185.4,,,"Houston, TX",Sitting Volleyball,,Team USA
182.9,,41,,Karate,,Team USA
170.2,,40,"Maplewood, NJ",Fencing,,Olympian
172.7,,36,"Jamaica, NY",Track and Field,,Olympian
195.6,,,Grand Forks,Softball,,Team USA
193.0,,,Hillsborough,Team Handball,,Olympian
172.7,,28,"Anaheim, CA",Softball,,Olympian
167.6,,24,"Concord, MA",Curling,,Team USA
180.3,,34,"Cleveland, OH",,,Team USA
190.5,,30,"Fort Pierce, FL",Sailing,,Olympian
185.4,,31,"Gainesville, GA",Canoe/Kayak,,Team USA
170.2,,47,Greensboro,,,Olympian
188.0,,,St. Charles,,,Team USA
193.0,,35,"Redmond, WA",Rowing,,Olympian
157.5,,29,"Fort Worth, TX",Taekwondo,,Team USA
177.8,,32,"Brea, CA",Softball,,Olympian
180.3,,30,"Fairpoint, NY",Canoe/Kayak,,Olympian
162.6,,,Great Falls,,,Team USA
188.0,,36,"Wilmington, IL",Volleyball,,Olympian
185.4,,35,"West Monroe, NY",Baseball,,Team USA
182.9,,41,"Rancho Cucamonga, CA",Para-Cycling,,Paralympian
190.5,,30,"Jacksonville, FL",Swimming,,Olympian
165.1,,,"Queens, NY",,,Team USA
180.3,,31,"New Paris, OH",Track and Field,,Olympian
165.1,,24,"Evergreen Park, IL",Ice Hockey,,Olympian
167.6,,23,"Fairview Park, OH",Curling,,Team USA
180.3,,33,"Bethel, ME",Freestyle Skiing,,Olympian
185.4,,30,"Bridgewater, NJ",Soccer,,Olympian
180.3,,35,"Nashville, TN",Para Track and Field,,Paralympian
175.3,,22,"Burlington, NC",Para Swimming,,Paralympian
154.9,,36,"Germantown, WI",Wheelchair Basketball,,Paralympian
160.0,,37,"Plainfield, NJ",Para Track and Field,,Team USA
180.3,,43,"Naples, NY",Rowing,,Olympian
185.4,,31,"Rumson, NJ",Snowboarding,,Olympian
167.6,,25,"Amelia, OH",Sled Hockey,,Team USA
180.3,,27,"Newport Beach, CA",Water Polo,,Olympian
154.9,,27,"Raleigh, NC",Para Judo,,Paralympian
167.6,,21,"Lino Lakes, MN",Speedskating,,Olympian
175.3,,25,Oslo,Team Handball,,Team USA
157.5,,26,"Seattle, WA",,,Team USA
170.2,,35,"Gilbert, AZ",Gymnastics,,Olympian
175.3,,38,"Stratford, CT",Soccer,,Olympian
162.6,,33,"Arcadia, CA",Figure Skating,,Olympian
188.0,,38,"Bloomfield Township, MI",Ice Hockey,,Olympian
167.6,,47,"Camarillo, CA",Field Hockey,,Team USA
162.6,,39,Marina,,,Olympian
124.5,,22,"Maple Valley, WA",Para Swimming,,Paralympian
182.9,,22,"Lisle, IL",Table Tennis,,Team USA
182.9,,35,"Phoenixville, PA",Rowing,,Olympian
172.7,,69,Sarasota,,,Olympian
177.8,,31,"Brooklyn, NY",Swimming,,Olympian
162.6,,51,"Lake Forest, CA",Cycling,,Olympian
162.6,,27,"Worcester, MA",Gymnastics,,Olympian
162.6,,36,"Darnestown, MD",Canoe/Kayak,,Olympian
175.3,,26,"Williamsville, N.Y.",Artistic Swimming,,Team USA
172.7,,35,"Hatfield, PA",Diving,,Team USA
185.4,,26,"Sacramento, CA",Rugby,,Olympian
172.7,,30,"Brookfield, WI",Gymnastics,,Team USA
172.7,,37,Chicago,Para-Cycling,,Paralympian
154.9,,31,"Lebanon, PA",Wheelchair Basketball,,Paralympian
182.9,,37,Los Angeles,,,Olympian
165.1,,45,Emmett,,,Paralympian
170.2,,28,Mansfield,,,Team USA
167.6,,22,"Grant, MN",Para Nordic Skiing,,Paralympian
182.9,,50,Atlanta,,,Olympian
167.6,,41,Bakersfield,,,Olympian
167.6,,23,"Yankton, SD",Para Swimming,,Team USA
177.8,,37,"Omaha, NE",Boxing,,Team USA
193.0,,34,"Warroad, MN",Ice Hockey,,Olympian
195.6,,25,"Winder, Ga.",Basketball,,Team USA
175.3,,35,"Memphis, Tenn. , TN",Track and Field,,Team USA
165.1,,40,Riverside,Artistic Swimming,,Olympian
162.6,,21,Haste,Team Handball,,Team USA
177.8,,35,"Roseau, MN",Ice Hockey,,Olympian
167.6,,30,"Isla Vista, CA",Water Polo,,Olympian
172.7,,33,"Isla Vista, CA",Water Polo,,Olympian
190.5,,,Merrillville,,,Olympian
182.9,,34,"Pineallas Park, FL",Softball,,Team USA
175.3,,32,Bremen,Team Handball,,Team USA
177.8,,25,"Santa Monica, CA",Volleyball,,Team USA
160.0,,38,"Miami, FL",Sailing,,Olympian
195.6,,38,"Nashville, IL",Wheelchair Rugby,,Paralympian
185.4,,,"Lake Arrowhead, California",,,Team USA
177.8,,42,"Shaftsbury, VT",Cross-Country Skiing,,Olympian
182.9,,35,"Dallas, TX",,,Team USA
188.0,,55,"Bellevue, WA",Canoe/Kayak,,Olympian
157.5,,,"Dublin, CA",Taekwondo,,Team USA
172.7,,39,Lake Forest,Team Handball,,Olympian
160.0,,54,"Seattle, Wash.",Taekwondo,,Team USA
170.2,,37,"San Jose, CA",Taekwondo,,Team USA
165.1,,43,San Jose,Taekwondo,,Team USA
167.6,,33,"Westminster, CA",Para Shooting,,Paralympian
190.5,,33,"Salt Lake City, UT",Team Handball,,Team USA
177.8,,40,San Jose,Taekwondo,,Team USA
172.7,,59,"San Jose, CA",Table Tennis,,Olympian
170.2,,21,"Haymarket, VA",Sled Hockey,,Paralympian
162.6,,41,Virginia Beach,Field Hockey,,Olympian
167.6,,43,"Farmington, NM",Canoe/Kayak,,Paralympian
172.7,,50,"Bemidji, MN",Curling,,Olympian
170.2,,28,"Gallatin, TN",Waterski/Wakeboard,,Team USA
167.6,,29,"Shelburne, VT",Freestyle Skiing,,Olympian
172.7,,25,"Clarksville, TN",Softball,,Team USA
172.7,,28,"Merced, CA",Softball,,Olympian
188.0,,24,"Brentwood, CA",Taekwondo,,Olympian
190.5,,32,"San Antonio, TX",Bobsled,,Olympian
175.3,,,,,,Team USA
182.9,,26,"Stehekin, WA",Biathlon,,Team USA
152.4,,19,"Queens, NY",,,Team USA
177.8,,36,"Kissimmee, FL",Sitting Volleyball,,Paralympian
160.0,,25,"Huntington Beach, CA",Soccer,,Olympian
195.6,,28,"Kansas City, MO",Track and Field,,Olympian
162.6,,46,"Allentown, PA",Table Tennis;Swimming,,Paralympian
154.9,,41,HI,Karate,,Team USA
147.3,,57,"Edina, MN",Para Track and Field,,Paralympian
182.9,,41,"East Palo Alto, CA",Rugby,,Olympian
190.5,,25,"Kahuku, HI",Rugby,,Olympian
172.7,,28,"Los Angeles, CA",Fencing,,Team USA
185.4,,,Bloomington,,,Olympian
147.3,,17,"Marina, CA",,,Team USA
172.7,,28,"Falls Church, Va.",Rugby,,Team USA
152.4,,21,"Fremont, CA",,,Team USA
175.3,,24,"Boca Raton, FL",Taekwondo,,Team USA
172.7,,28,"Falls Church, Va.",Rugby,,Team USA
167.6,,23,"Summit, NJ",Tennis,,Olympian
185.4,,46,San Antonio,,,Olympian
188.0,,36,"Hinesburg, VT",Biathlon,,Olympian
167.6,,25,,Team Handball,,Team USA
203.2,,28,"Alameda, CA",Para-Rowing,,Paralympian
180.3,,24,"Miami Beach, FL",Sailing,,Team USA
172.7,,28,"Jamestown, OH",Paratriathlon,,Paralympian
185.4,,28,"Murrieta, CA",Track and Field,,Olympian
193.0,,41,"Salina, KS",Shooting,,Team USA
188.0,,34,"New Orleans, LA",Track and Field,,Olympian
167.6,,25,El Paso,,,Team USA
175.3,,44,San Jose,Artistic Swimming,,Olympian
193.0,,,,Tennis,,Team USA
182.9,,41,"Midland, MI",,,Team USA
162.6,,36,Colorado Springs,,,Team USA
165.1,,26,"Louisville, KY",Track and Field,,Olympian
188.0,,48,"San Diego, CA",Track and Field,,Olympian
175.3,,37,"Los Angeles, CA",Track and Field,,Olympian
188.0,,38,Colorado Springs,,,Team USA
193.0,,44,"Sundance, UT",Alpine Skiing,,Olympian
175.3,,40,Tucson,,,Olympian
172.7,,31,"Alpharetta, GA",,,Team USA
180.3,,23,"Pewaukee, WI",Bobsled,,Olympian
144.8,,23,"Woodland, UT",Para Alpine Skiing,,Team USA
167.6,,28,"San Francisco, CA",Alpine Skiing,,Olympian
180.3,,34,"Massapequa Park, NY",Rowing,,Olympian
180.3,,34,"Massapequa Park, NY",Rowing,,Olympian
175.3,,46,Chino,,,Olympian
175.3,,27,"Belleville, WI",Rowing,,Olympian
190.5,,33,"Bryn Mawr, PA",Rowing,,Team USA
165.1,,37,"Fayetteville, GA",Soccer,,Olympian
165.1,,37,"Fayetteville, GA",Soccer,,Olympian
165.1,,47,"Portland, OR",Bowling,,Team USA
165.1,,47,"Portland, OR",Bowling,,Olympian
182.9,,41,"Baton Rouge, LA",Rowing,,Olympian
175.3,,37,"Yardley, PA",Ice Hockey,,Olympian
162.6,,45,Milton,,,Olympian
175.3,,37,"Yardley, PA",Ice Hockey,,Olympian
182.9,,58,"Portland, OR",Table Tennis,,Olympian
167.6,,41,Detroit,,,Team USA
167.6,,41,Detroit,,,Team USA
165.1,,38,"Port Jefferson Station, NY",Skeleton,,Olympian
182.9,,35,"Colorado Springs, CO",Figure Skating,,Olympian
172.7,,31,"Upland, CA",Softball,,Olympian
172.7,,31,"Upland, CA",Softball,,Olympian
162.6,,41,"Chicago, IL",Boccia,,Team USA
162.6,,27,"Chicago, WI",Wheelchair Basketball,,Paralympian
195.6,,34,"Loomis, CA",Water Polo,,Olympian
180.3,,26,"Pico Riviera, CA",Softball,,Team USA
167.6,,25,"Tampa, FL",,,Team USA
170.2,,22,"Stockton, CA",Taekwondo,,Team USA
193.0,,40,"Philadelphia, PA",Rowing,,Olympian
193.0,,34,"Miami, Fla.",Basketball,,Team USA
195.6,,27,"Lakeville, MN",Ice Hockey,,Olympian
154.9,,24,"Carson, CA",Taekwondo,,Team USA
190.5,,50,"Prospect, KY",,,Paralympian
188.0,,31,"Coppell, TX",Volleyball,,Olympian
188.0,,35,"Cypress, TX",Basketball,,Team USA
162.6,,24,"Rocklin, CA",Gymnastics,,Team USA
172.7,,43,"Seattle, WA",Speedskating,,Olympian
172.7,,36,"Linwood, NJ",Rowing,,Olympian
170.2,,32,"Carrollton, TX",Track and Field,,Olympian
172.7,,32,Roswell,,,Team USA
172.7,,35,Stillwater,Wrestling,,Team USA
190.5,,44,"Denver, CO",Track and Field,,Olympian
182.9,,23,"Middle Village, NY",,,Team USA
162.6,,30,"Caledonia, MI",Rugby,,Olympian
188.0,,39,"San Antonio, TX",Bobsled,,Olympian
170.2,,31,"Park City, UT",Freestyle Skiing,,Olympian
167.6,,23,"Duluth, MN",Curling,,Team USA
165.1,,,"Duluth, MN",Curling,,Team USA
198.1,,28,"Seattle, WA",Rowing,,Olympian
190.5,,,Hermosa Beach,,,Olympian
149.9,,20,"Atlanta, GA",,,Team USA
167.6,,47,"Barron, WI",Para Nordic Skiing,,Paralympian
147.3,,21,"Valencia, CA",Karate,,Team USA
165.1,,28,"Mountain View, CA",,,Team USA
182.9,,26,"Aurora, CO",Basketball,,Team USA
165.1,,31,"Sacramento, CA",Karate,,Team USA
165.1,,30,"Mount Olive, NJ",Track and Field,,Olympian
160.0,,39,Walnut Creek,Artistic Swimming,,Olympian
188.0,,43,El Cajon,,,Olympian
165.1,,33,"Bronx, NY",Gymnastics,,Olympian
180.3,,,Orange,,,Olympian
180.3,,47,,Team Handball,,Team USA
160.0,,26,"Coachella, CA",Boxing,,Olympian
170.2,,24,"Las Vegas, NV",,,Team USA
175.3,,27,"Hampton, VA",Rifle Shooting,,Team USA
182.9,,32,San Francisco / Vellejo,,,Olympian
182.9,,32,San Francisco / Vellejo,,,Team USA
188.0,,43,"Houston, TX",Softball,,Olympian
160.0,,29,"Kenai, Alaska , AK",Track and Field,,Team USA
193.0,,30,"Rosemount, MN",Track and Field,,Olympian
185.4,,24,Stockholm,Team Handball,,Team USA
172.7,,20,"Danville, CA",Artistic Swimming,,Team USA
152.4,,23,San Jose,,,Team USA
170.2,,45,Farmington,,,Olympian
190.5,,25,Los Angeles,,,Olympian
172.7,,39,Shelby,,,Olympian
170.2,,,,,,Olympian
162.6,,25,"Oakley, Calif. , CA",Gymnastics,,Team USA
165.1,,20,"Fullerton, CA",,,Team USA
167.6,,34,"Ringwood, N.J. , NJ",Track and Field,,Team USA
172.7,,23,"Park City, UT",Freestyle Skiing,,Olympian
175.3,,25,"Mankato, MN",Curling,,Olympian
165.1,,27,"Mankato, MN",Curling,,Team USA
175.3,,31,"Jacksonville, FL",Para Powerlifting,,Paralympian
167.6,,34,"Lancaster, NY",Sled Hockey,,Paralympian
165.1,,22,"Long Island, NY",Para Swimming,,Paralympian
180.3,,27,"Oshkosh, WI",Softball,,Team USA
190.5,,35,"San Diego, CA",Sailing,,Olympian
162.6,,37,Port Orange,,,Olympian
167.6,,,,,,Team USA
180.3,,43,"Pleasant Hill, IA",,,Team USA
167.6,,33,"Gardnerville, NV",Diving,,Olympian
165.1,,65,Mashpee,,,Paralympian
167.6,,33,"Gardnerville, NV",Diving,,Team USA
177.8,,28,Mission Viejo,,,Team USA
157.5,,24,"Castle Pines, CO",Para Swimming,,Team USA
172.7,,30,"Plymouth, MN",Ice Hockey,,Olympian
193.0,,38,Ann Arbor,Volleyball,,Team USA
165.1,,27,"Gurnee, IL",Judo,,Olympian
195.6,,49,Knoxville,,,Olympian
160.0,,39,"Little Rock, Ark.",Track and Field,,Team USA
185.4,,46,Blue Bell,,,Olympian
177.8,,32,"Manhattan Beach, CA",Volleyball,,Team USA
167.6,,22,"South Riding, VA",Soccer,,Olympian
180.3,,41,"Minneapolis, MN",Ice Hockey,,Olympian
170.2,,25,"Irvine, CA",Speedskating,,Team USA
170.2,,22,"Irvine, CA",Speedskating,,Team USA
177.8,,27,"Midland, TX",Softball,,Team USA
177.8,,51,Cusseta,,,Olympian
182.9,,47,Great Falls,,,Olympian
180.3,,42,Providence,,,Olympian
193.0,,47,"Forest, VA",Canoe/Kayak,,Paralympian
180.3,,32,"Columbia, CT",Para Alpine Skiing,,Paralympian
157.5,,31,"Dover, NH",Diving,,Olympian
185.4,,40,"Brockport, NY",Baseball,,Team USA
188.0,,26,"Lawrenceburg, IN",Wrestling,,Olympian
195.6,,47,"Orlando, FL",Waterski/Wakeboard,,Team USA
193.0,,29,"Littleton, CO",Curling,,Team USA
190.5,,24,"Pacific Palisades, CA",Beach Volleyball,,Olympian
172.7,,30,"Fort Worth, TX",Taekwondo,,Team USA
185.4,,30,"Miami, FL",Sailing,,Olympian
180.3,,36,"Bradenton, FL",Baseball,,Team USA
203.2,,31,"Provo, UT",Volleyball,,Team USA
180.3,,31,"Inver Grove Heights, MN",Bowling,,Team USA
188.0,,46,St. Francisville,,,Olympian
162.6,,29,"Kansas City, KS",Shooting,,Olympian
170.2,,27,"Eagle, CO",Snowboarding,,Olympian
162.6,,,,Sailing,,Team USA
182.9,,,,Track and Field,,Team USA
198.1,,46,"Newbury Park, CA",Volleyball,,Olympian
175.3,,36,"Craftsbury, VT",Cross-Country Skiing,,Olympian
180.3,,34,"Anchorage, AK",Cross-Country Skiing,,Olympian
185.4,,28,"Greenville, NC",Tennis,,Olympian
175.3,,33,"Green Brook, NJ",Sled Hockey,,Paralympian
154.9,,49,Portland,Para Swimming,,Paralympian
182.9,,,"Laguna Beach, CA",Volleyball,,Team USA
175.3,,41,"Trout Lake, WA",Cycling,,Team USA
162.6,,43,"Warren, MI",Wheelchair Basketball,,Paralympian
165.1,,24,"Duluth, MN",Curling,,Team USA
